Date,Open,High,Low,Close,Volume,Adj Close
2016-09-01,4123.259766,4129.140137,4109.660156,4120.799805,000,4120.799805
2016-08-01,4117.470215,4183.350098,4081.01001,4119.279785,000,4119.279785
2016-07-01,3995.649902,4161.419922,3992.02002,4117.470215,000,4117.470215
2016-06-01,3938.929932,4036.959961,3847.189941,3995.909912,000,3995.909912
2016-05-02,4008.840088,4027.320068,3926.939941,3934.709961,000,3934.709961
2016-04-01,3937.199951,4084.610107,3866.419922,4002.070068,000,4002.070068
2016-03-01,3717.679932,3978.959961,3713.47998,3937.48999,000,3937.48999
2016-02-01,3702.709961,3774.02002,3573.129883,3715.840088,000,3715.840088
2016-01-04,3678.320068,3713.75,3418.77002,3705.919922,000,3705.919922
2015-12-01,3657.899902,3697.830078,3490.340088,3680.209961,000,3680.209961
2015-11-02,3827.98999,3902.73999,3643.98999,3655.300049,000,3655.300049
2015-10-01,3685.179932,3943.600098,3662.27002,3827.98999,000,3827.98999
2015-09-01,3838.840088,3845.600098,3647.959961,3685.179932,000,3685.179932
2015-08-03,3867.439941,3893.610107,3541.790039,3840.209961,000,3840.209961
2015-07-01,3898.22998,3926.969971,3752.00,3870.350098,000,3870.350098
2015-06-01,4038.52002,4042.929932,3847.939941,3897.100098,000,3897.100098
2015-05-01,4055.889893,4148.22998,4012.050049,4045.620117,000,4045.620117
2015-04-01,3916.919922,4133.669922,3908.409912,4043.449951,000,4043.449951
2015-03-02,3983.719971,3991.51001,3824.98999,3916.919922,000,3916.919922
2015-02-02,3839.790039,4037.870117,3808.709961,3983.719971,000,3983.719971
2015-01-02,3852.209961,3900.73999,3725.669922,3836.72998,000,3836.72998
2014-12-01,3991.780029,3994.639893,3717.219971,3850.959961,000,3850.959961
2014-11-03,3851.100098,4005.780029,3847.129883,3991.780029,000,3991.780029
2014-10-01,3943.560059,3954.320068,3751.72998,3850.969971,000,3850.969971
2014-09-01,3997.149902,4120.169922,3915.199951,3943.560059,000,3943.560059
2014-08-01,3875.439941,3999.26001,3874.629883,3996.629883,000,3996.629883
2014-07-01,3875.72998,3985.850098,3858.780029,3875.439941,000,3875.439941
2014-06-02,3903.810059,3945.179932,3823.590088,3875.72998,000,3875.72998
2014-05-02,3910.379883,3972.550049,3867.449951,3903.810059,000,3903.810059
2014-04-01,3782.100098,3918.909912,3757.820068,3909.639893,000,3909.639893
2014-03-03,3720.030029,3786.72998,3607.26001,3772.76001,000,3772.76001
2014-02-03,3442.669922,3722.860107,3383.639893,3718.879883,000,3718.879883
2014-01-02,3704.159912,3728.870117,3369.629883,3439.409912,000,3439.409912
2013-12-02,3783.350098,3783.790039,3642.439941,3699.189941,000,3699.189941
2013-11-04,3915.850098,3941.419922,3667.320068,3789.060059,000,3789.060059
2013-10-01,3823.850098,3940.550049,3774.719971,3912.439941,000,3912.439941
2013-09-02,3628.72998,4414.609863,3513.98999,3823.850098,000,3823.850098
2013-08-01,3732.540039,3855.889893,3531.179932,3628.72998,000,3628.72998
2013-07-01,4029.669922,4038.350098,3708.659912,3732.540039,000,3732.540039
2013-06-03,4188.939941,4210.419922,3723.889893,4029.669922,000,4029.669922
2013-05-02,4295.50,4367.02002,4122.939941,4191.259766,000,4191.259766
2013-04-01,4429.77002,4439.910156,4212.390137,4292.140137,000,4292.140137
